NCES_DISTR,District,DISTRICT_NAME,GT_SPEND_DIFF,TAX_DIFF,STATE_DIFF,TOT_MONEY_DIFF,SDLEA10,NAME,NAME2,TEA.District.Type,TEA.Description,NCES.District.Type,NCES.Description,Charter.School..Y.N.,SCH_GTENR_HI_M,SCH_GTENR_HI_F,GT_Hispanic,SCH_GTENR_AM_M,SCH_GTENR_AM_F,GT_AM,SCH_GTENR_AS_M,SCH_GTENR_AS_F,GT_AS,SCH_GTENR_HP_M,SCH_GTENR_HP_F,GT_HP,SCH_GTENR_BL_M,SCH_GTENR_BL_F,GT_BL,SCH_GTENR_WH_M,SCH_GTENR_WH_F,GT_WH,TOT_GTENR_M,TOT_GTENR_F,TOT_GT,LEA_STATE,LEA_STATE_NAME,LEA_NAME,SCH_PSENR_HI_M,SCH_PSENR_HI_F,SCH_PSENR_AM_M,SCH_PSENR_AM_F,SCH_PSENR_AS_M,SCH_PSENR_AS_F,SCH_PSENR_HP_M,SCH_PSENR_HP_F,SCH_PSENR_BL_M,SCH_PSENR_BL_F,SCH_PSENR_WH_M,SCH_PSENR_WH_F,SCH_PSENR_TR_M,SCH_PSENR_TR_F,TOT_PSENR_M,TOT_PSENR_F,SCH_PSENR_LEP_M,SCH_PSENR_LEP_F,SCH_PSENR_IDEA_M,SCH_PSENR_IDEA_F,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_HI,SCH_ENR_AM,SCH_ENR_AS,SCH_ENR_HP,SCH_ENR_BL,SCH_ENR_TR,TOT_ENR
4800001,54901,CROSBYTON CISD,1810,175054,-357652,915325,1,Crosbyton Cons ISD,Crosbyton Cons,H,Rural,43,Rural-Remote,N,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,10,12,22,TX,TEXAS,CROSBYTON CISD,6,10,0,0,0,0,0,0,0,1,2,1,0,0,8,12,0,0,1,0,131,130,0,0,0,0,0,0,5,8,44,47,0,0,180,185,261,0,0,0,13,0,365
4800002,63903,SPUR ISD,-217,-28316,-955202,-1163482,2,Spur ISD,Spur,H,Rural,43,Rural-Remote,N,2,6,8,0,0,0,0,0,0,0,0,0,1,1,2,4,9,13,7,16,23,TX,TEXAS,SPUR ISD,6,4,0,0,0,0,0,0,0,0,5,5,0,0,11,9,0,0,0,2,60,53,0,0,1,0,0,0,4,5,64,67,4,3,133,128,113,0,1,0,9,7,261
4800003,69901,ROCKSPRINGS ISD,-2714,602948,428591,991930,3,Rocksprings ISD,Rocksprings,H,Rural,43,Rural-Remote,N,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14,8,8,16,TX,TEXAS,ROCKSPRINGS ISD,11,5,0,0,0,0,0,0,0,0,2,3,0,0,13,8,0,0,0,0,150,96,0,0,0,0,0,0,0,0,36,31,0,0,186,127,246,0,0,0,0,0,313
4800005,177903,BLACKWELL CISD,-521,-3048787,3310212,-1268330,5,Blackwell Cons ISD,Blackwell Cons,H,Rural,43,Rural-Remote,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,6,9,15,TX,TEXAS,BLACKWELL CISD,4,0,0,0,0,0,0,0,0,0,5,3,1,0,10,3,0,0,1,0,20,9,0,1,0,0,0,0,0,0,64,58,3,3,87,71,29,1,0,0,0,6,158
4800006,217901,ASPERMONT ISD,-3949,275948,-262753,227787,6,Aspermont ISD,Aspermont,H,Rural,43,Rural-Remote,N,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18,12,8,20,TX,TEXAS,ASPERMONT ISD,10,4,0,0,0,4,0,0,0,0,12,6,0,0,22,14,0,0,2,0,84,68,0,0,4,8,0,0,6,4,144,130,4,6,242,216,152,0,12,0,10,10,458
4800007,42905,PANTHER CREEK CISD,-5453,337532,165482,387897,7,Panther Creek Cons ISD,Panther Creek Cons,H,Rural,43,Rural-Remote,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,TX,TEXAS,PANTHER CREEK CISD,1,1,0,0,0,0,0,0,0,0,0,7,0,0,1,8,0,0,0,0,20,16,0,0,1,0,0,0,2,2,65,64,2,2,90,84,36,0,1,0,4,4,174
4800008,105904,DRIPPING SPRINGS ISD,-15369,12271306,1042459,15117458,8,Dripping Springs ISD,Dripping Springs,B,Major Suburban,42,Rural-Distant,N,32,14,46,1,1,2,5,6,11,0,0,0,0,1,1,211,134,345,266,164,430,TX,TEXAS,DRIPPING SPRINGS ISD,23,29,1,0,2,2,0,2,2,0,51,56,4,5,83,94,7,17,5,4,686,671,14,8,60,54,2,5,30,24,2358,2245,123,134,3273,3141,1357,22,114,7,54,257,6414
4800009,105905,WIMBERLEY ISD,221139,4182389,116565,4136225,9,Wimberley ISD,Wimberley,D,Other Central City Suburban,41,Rural-Fringe,N,8,15,23,0,1,1,0,1,1,0,0,0,0,0,0,99,74,173,108,93,201,TX,TEXAS,WIMBERLEY ISD,16,16,0,2,0,0,0,0,0,2,24,21,0,2,40,43,6,11,6,3,298,301,7,12,2,10,0,0,8,6,889,842,35,29,1239,1200,599,19,12,0,14,64,2439
4800010,105906,HAYS CISD,-559601,20325178,7354565,28312439,10,Hays Cons ISD,Hays Cons,B,Major Suburban,21,Suburb-Large,N,341,294,635,1,0,1,9,13,22,0,0,0,17,15,32,386,321,707,778,658,1436,TX,TEXAS,HAYS CISD,230,222,0,0,4,0,0,0,3,8,28,32,4,4,269,266,125,99,18,6,6426,6299,19,19,101,85,11,3,276,273,3033,2807,234,244,10100,9730,12725,38,186,14,549,478,19830
4800011,126901,ALVARADO ISD,251067,711949,3469737,4493806,11,Alvarado ISD,Alvarado,D,Other Central City Suburban,41,Rural-Fringe,N,32,23,55,0,0,0,1,0,1,0,0,0,2,0,2,102,99,201,143,131,274,TX,TEXAS,ALVARADO ISD,22,26,0,0,0,0,0,0,0,1,11,23,3,0,36,50,13,15,4,2,751,698,13,9,7,2,0,1,48,54,1092,937,52,44,1963,1745,1449,22,9,1,102,96,3708
4800012,139905,CHISUM ISD,2956,1508218,-49367,1569146,12,Chisum ISD,Chisum,G,Non-metropolitan Stable,41,Rural-Fringe,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25,9,16,25,TX,TEXAS,CHISUM ISD,2,0,0,0,0,0,0,0,2,1,19,9,0,0,23,10,1,0,7,1,36,38,8,8,0,0,0,0,23,14,403,395,16,10,486,465,74,16,0,0,37,26,951
4807350,21901,COLLEGE STATION ISD,259302,14737088,-1816701,14392885,7350,College Station ISD,College Station,C,Other Central City,12,City-Midsize,N,82,80,162,0,2,2,146,145,291,0,0,0,11,27,38,616,494,1110,899,783,1682,TX,TEXAS,COLLEGE STATION ISD,63,59,4,0,24,17,0,1,45,44,88,55,14,5,238,181,47,48,76,26,1537,1485,22,22,541,548,7,8,845,848,3753,3502,231,226,6936,6639,3022,44,1089,15,1693,457,13575
4807380,109901,ABBOTT ISD,74,19449,719423,703647,7380,Abbott ISD,Abbott,H,Rural,42,Rural-Distant,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,TX,TEXAS,ABBOTT ISD,3,0,0,0,0,0,0,0,1,0,6,6,0,0,10,6,0,0,2,0,24,23,0,0,0,0,0,0,2,0,115,119,5,3,146,145,47,0,0,0,2,8,291
4807410,95901,ABERNATHY ISD,-160,-232651,1746756,1513849,7410,Abernathy ISD,Abernathy,H,Rural,31,Town-Fringe,N,12,9,21,0,0,0,0,0,0,0,0,0,0,1,1,35,27,62,49,37,86,TX,TEXAS,ABERNATHY ISD,13,12,0,0,0,0,0,0,1,0,7,8,0,0,21,20,0,0,1,0,235,212,2,1,1,0,0,0,2,5,152,151,3,4,395,373,447,3,1,0,7,7,768
4807440,221901,ABILENE ISD,7790,1297250,11506639,11909020,7440,Abilene ISD,Abilene,C,Other Central City,12,City-Midsize,N,115,128,243,0,0,0,10,18,28,0,0,0,22,21,43,396,376,772,567,566,1133,TX,TEXAS,ABILENE ISD,214,198,0,1,10,2,0,1,60,58,118,112,25,21,427,393,22,26,25,10,3770,3595,20,39,149,156,13,9,1104,1088,3134,2948,373,341,8563,8176,7365,59,305,22,2192,714,16739
4807470,14901,ACADEMY ISD,-6056,1174749,2132641,2743952,7470,Academy ISD,Academy,F,Non-metropolitan Fast Growing,41,Rural-Fringe,N,5,6,11,0,0,0,1,1,2,0,0,0,0,1,1,61,50,111,70,60,130,TX,TEXAS,ACADEMY ISD,10,9,0,0,0,1,0,0,0,0,8,15,1,0,19,25,4,5,2,3,173,159,7,4,5,12,3,1,50,34,581,514,32,23,851,747,332,11,17,4,84,55,1598
4807500,180903,ADRIAN ISD,554,4015,-1269855,-1223040,7500,Adrian ISD,Adrian,H,Rural,43,Rural-Remote,N,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,4,5,9,TX,TEXAS,ADRIAN ISD,0,2,0,0,0,0,0,0,0,0,1,2,0,0,1,4,0,0,0,0,25,41,0,0,0,0,0,0,0,0,24,25,3,2,52,68,66,0,0,0,0,5,120
4807530,178901,AGUA DULCE ISD,-24992,239955,1255344,1416636,7530,Agua Dulce ISD,Agua Dulce,H,Rural,42,Rural-Distant,N,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,6,6,12,TX,TEXAS,AGUA DULCE ISD,2,7,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,104,146,0,0,1,0,0,0,6,0,24,22,0,0,135,168,250,0,1,0,6,0,303
4807590,15901,ALAMO HEIGHTS ISD,-66494,3642999,-859828,-2401622,7590,Alamo Heights ISD,Alamo Heights,B,Major Suburban,21,Suburb-Large,N,104,91,195,1,1,2,19,24,43,1,0,1,9,2,11,340,353,693,475,475,950,TX,TEXAS,ALAMO HEIGHTS ISD,13,25,1,1,3,3,0,0,2,2,21,33,0,1,40,65,9,13,1,2,1044,955,17,14,89,99,7,2,63,52,1231,1233,17,20,2468,2375,1999,31,188,9,115,37,4843
4807650,250906,ALBA-GOLDEN ISD,2248,304123,2087402,2317430,7650,Alba-Golden ISD,Alba-Golden,H,Rural,42,Rural-Distant,N,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,30,18,48,32,20,52,TX,TEXAS,ALBA-GOLDEN ISD,1,0,1,0,0,0,0,0,0,1,16,19,0,1,18,21,2,0,2,1,49,34,3,0,2,2,0,4,1,1,394,382,4,8,453,431,83,3,4,4,2,12,884
4807680,209901,ALBANY ISD,19762,528270,89134,162341,7680,Albany ISD,Albany,H,Rural,43,Rural-Remote,N,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,8,7,15,TX,TEXAS,ALBANY ISD,8,6,0,0,0,0,0,0,0,0,9,5,0,3,17,14,2,0,7,0,46,42,1,1,0,2,0,1,8,2,203,185,7,10,265,243,88,2,2,1,10,17,508
4807710,101902,ALDINE ISD,5709497,4357569,63808446,60186826,7710,Aldine ISD,Aldine,B,Major Suburban,21,Suburb-Large,N,893,1092,1985,0,2,2,63,74,137,1,0,1,230,363,593,29,32,61,1227,1575,2802,TX,TEXAS,ALDINE ISD,1600,1514,0,1,25,10,3,2,478,436,45,41,14,22,2165,2026,1033,1005,301,112,24871,24145,14,23,394,382,63,48,7783,7333,575,495,220,205,33920,32631,49016,37,776,111,15116,425,66551
4807780,184907,ALEDO ISD,3833,11320147,6692946,17433807,7780,Aledo ISD,Aledo,B,Major Suburban,41,Rural-Fringe,N,18,19,37,0,0,0,2,3,5,0,0,0,2,0,2,180,148,328,210,176,386,TX,TEXAS,ALEDO ISD,13,4,0,0,0,0,0,0,0,1,15,18,0,0,28,23,6,3,17,11,419,379,13,12,24,15,3,0,53,35,2385,2200,102,79,2999,2720,798,25,39,3,88,181,5719
4807800,125901,ALICE ISD,-31527,-481226,5595461,5203459,7800,Alice ISD,Alice,E,Independent Town,32,Town-Distant,N,92,79,171,0,0,0,0,1,1,0,0,0,1,0,1,5,8,13,98,88,186,TX,TEXAS,ALICE ISD,108,102,0,0,0,0,0,0,2,0,29,18,0,0,139,120,4,6,16,7,2427,2272,0,1,2,12,0,0,18,10,166,151,2,5,2615,2451,4699,1,14,0,28,7,5066
4807830,101903,ALIEF ISD,-43159,2754415,16372025,16416969,7830,Alief ISD,Alief,B,Major Suburban,11,City-Large,N,454,405,859,3,5,8,336,352,688,2,2,4,177,216,393,44,38,82,1023,1032,2055,TX,TEXAS,ALIEF ISD,698,605,4,7,166,139,3,2,364,359,67,60,6,4,1308,1176,832,766,155,62,12857,11875,217,185,2891,2631,36,25,6903,6472,1014,793,157,149,24075,22130,24732,402,5522,61,13375,306,46205
4807890,43901,ALLEN ISD,3326557,30082993,-7907871,22354549,7890,Allen ISD,Allen,D,Other Central City Suburban,21,Suburb-Large,N,102,61,163,6,6,12,534,560,1094,3,2,5,44,46,90,705,681,1386,1486,1420,2906,TX,TEXAS,ALLEN ISD,34,26,2,4,33,25,1,0,26,15,66,27,5,4,167,101,39,38,114,37,1485,1351,60,53,2016,2102,24,29,1324,1291,5344,5033,528,508,10781,10367,2836,113,4118,53,2615,1036,21148
4807950,22901,ALPINE ISD,-28457,923737,-244567,745343,7950,Alpine ISD,Alpine,G,Non-metropolitan Stable,33,Town-Remote,N,13,9,22,0,0,0,0,1,1,0,0,0,0,0,0,18,29,47,31,39,70,TX,TEXAS,ALPINE ISD,17,15,0,0,1,1,0,0,0,1,7,5,0,0,25,22,5,3,2,1,342,335,1,2,9,12,1,1,5,6,178,170,6,5,542,531,677,3,21,2,11,11,1073
4807980,37901,ALTO ISD,-3330,283192,2000866,2752413,7980,Alto ISD,Alto,H,Rural,42,Rural-Distant,N,2,0,2,0,0,0,0,0,0,0,0,0,0,4,4,13,13,26,17,18,35,TX,TEXAS,ALTO ISD,6,8,0,0,0,0,0,0,2,3,6,4,4,0,18,15,4,3,2,1,123,104,0,0,2,1,0,0,86,70,126,117,21,20,358,312,227,0,3,0,156,41,670
4808090,20901,ALVIN ISD,1207493,22926643,49916389,68415694,8090,Alvin ISD,Alvin,B,Major Suburban,21,Suburb-Large,N,251,173,424,5,0,5,199,171,370,1,0,1,69,81,150,391,355,746,958,814,1772,TX,TEXAS,ALVIN ISD,225,181,1,3,47,33,0,1,39,32,121,106,9,12,442,368,173,148,109,49,5090,4949,57,33,1237,1080,9,11,2605,2360,3556,3244,298,300,12852,11977,10039,90,2317,20,4965,598,24829
4808100,249901,ALVORD ISD,23559,510885,1544078,1948914,8100,Alvord ISD,Alvord,H,Rural,42,Rural-Distant,N,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,32,28,60,33,32,65,TX,TEXAS,ALVORD ISD,1,1,0,0,0,0,0,0,0,0,12,5,0,0,13,6,1,0,1,0,45,48,1,3,0,1,0,0,3,1,320,281,4,3,373,337,93,4,1,0,4,7,710
4808130,188901,AMARILLO ISD,-247398,3096536,30226102,35992191,8130,Amarillo ISD,Amarillo,C,Other Central City,12,City-Midsize,N,336,333,669,3,4,7,55,51,106,1,1,2,25,31,56,512,486,998,964,937,1901,TX,TEXAS,AMARILLO ISD,503,443,0,1,86,83,1,0,146,119,189,174,30,46,955,866,272,263,52,19,7886,7516,61,56,866,971,15,14,1810,1651,5643,5387,536,524,16817,16119,15402,117,1837,29,3461,1060,32936
4808160,140901,AMHERST ISD,1325,38244,385273,426568,8160,Amherst ISD,Amherst,H,Rural,42,Rural-Distant,N,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,TX,TEXAS,AMHERST ISD,3,6,0,0,0,0,0,0,0,0,1,0,0,0,4,6,1,4,0,0,74,69,0,0,0,0,0,0,4,4,9,4,0,0,87,77,143,0,0,0,8,0,164
4808190,36901,ANAHUAC ISD,28573,601674,2815030,2985110,8190,Anahuac ISD,Anahuac,D,Other Central City Suburban,42,Rural-Distant,N,8,4,12,0,0,0,3,3,6,0,0,0,0,3,3,29,30,59,40,41,81,TX,TEXAS,ANAHUAC ISD,6,6,0,0,1,1,0,0,3,4,13,11,3,4,26,26,4,5,2,1,202,220,2,3,12,14,0,0,82,83,350,309,30,21,678,650,422,5,26,0,165,51,1328
4808230,93901,ANDERSON-SHIRO CISD,-6262,307895,1205914,1472003,8230,Anderson-Shiro Cons ISD,Anderson-Shiro Cons,E,Independent Town,42,Rural-Distant,N,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,27,20,47,28,22,50,TX,TEXAS,ANDERSON-SHIRO CISD,3,8,0,0,0,0,0,0,1,1,12,10,0,1,16,20,1,2,1,0,69,69,3,1,1,1,0,0,36,26,331,301,13,9,453,407,138,4,2,0,62,22,860
4808280,2901,ANDREWS ISD,41424,15776522,-9200663,7407553,8280,Andrews ISD,Andrews,D,Other Central City Suburban,32,Town-Distant,N,40,57,97,0,0,0,1,1,2,0,0,0,0,0,0,57,49,106,103,109,212,TX,TEXAS,ANDREWS ISD,55,56,0,0,0,0,0,0,0,0,9,12,2,0,66,68,13,18,5,1,1411,1326,11,6,5,9,0,0,16,15,610,549,37,30,2090,1935,2737,17,14,0,31,67,4025
4808310,20902,ANGLETON ISD,-300409,4309723,8738462,17069780,8310,Angleton ISD,Angleton,D,Other Central City Suburban,41,Rural-Fringe,N,49,46,95,1,2,3,1,0,1,0,0,0,7,8,15,81,96,177,145,156,301,TX,TEXAS,ANGLETON ISD,69,74,1,1,1,0,0,0,22,9,38,32,9,3,140,119,33,22,25,6,1677,1586,51,50,17,13,1,3,401,333,1328,1213,86,75,3561,3273,3263,101,30,4,734,161,6834
4808340,43902,ANNA ISD,-58909,6321299,1209980,8152618,8340,Anna ISD,Anna,F,Non-metropolitan Fast Growing,41,Rural-Fringe,N,13,13,26,0,3,3,0,0,0,0,0,0,2,2,4,53,59,112,74,79,153,TX,TEXAS,ANNA ISD,30,20,1,0,1,2,0,0,4,5,22,20,3,1,61,48,15,16,30,13,549,546,10,9,12,14,1,0,203,161,921,864,95,73,1791,1667,1095,19,26,1,364,168,3458
4808400,127901,ANSON ISD,-3162,3841,1524892,1827406,8400,Anson ISD,Anson,H,Rural,42,Rural-Distant,N,7,1,8,0,0,0,0,0,0,0,0,0,0,1,1,21,17,38,28,20,48,TX,TEXAS,ANSON ISD,14,15,0,0,0,0,0,0,0,0,7,8,1,1,22,24,1,1,3,1,194,174,1,0,2,2,0,0,3,8,191,171,12,13,403,368,368,1,4,0,11,25,771
4808430,71906,ANTHONY ISD,-9674,516,1360393,1285023,8430,Anthony ISD,Anthony,H,Rural,21,Suburb-Large,N,13,16,29,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,15,17,32,TX,TEXAS,ANTHONY ISD,28,14,0,0,0,0,0,0,0,0,0,0,0,0,28,14,10,7,7,0,430,392,0,0,0,0,0,0,1,3,11,10,2,1,444,406,822,0,0,0,4,3,850
4808460,110901,ANTON ISD,-7930,14738,160757,102910,8460,Anton ISD,Anton,H,Rural,42,Rural-Distant,N,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,7,TX,TEXAS,ANTON ISD,3,6,0,0,0,0,0,0,1,0,2,1,0,0,6,7,0,1,0,0,84,81,0,0,0,0,0,0,3,7,24,29,2,5,113,122,165,0,0,0,10,7,235
4808490,228905,APPLE SPRINGS ISD,-2099,99509,514012,632781,8490,Apple Springs ISD,Apple Springs,H,Rural,42,Rural-Distant,N,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,7,1,8,TX,TEXAS,APPLE SPRINGS ISD,0,0,0,0,0,0,0,0,0,1,8,4,0,1,8,6,0,0,1,0,3,3,0,0,0,1,0,0,4,8,88,79,2,9,97,100,6,0,1,0,12,11,197
4808520,109912,AQUILLA ISD,3622,182632,1203328,1303157,8520,Aquilla ISD,Aquilla,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,12,16,28,14,20,34,TX,TEXAS,AQUILLA ISD,0,2,0,0,0,0,0,0,0,0,3,7,0,0,3,9,0,0,0,2,21,27,0,0,1,0,0,0,1,5,135,126,3,3,161,161,48,0,1,0,6,6,322
4808550,4901,ARANSAS COUNTY ISD,75702,345376,1909101,2243775,8550,Aransas County ISD,Aransas County,G,Non-metropolitan Stable,32,Town-Distant,N,17,18,35,0,0,0,3,3,6,0,0,0,0,1,1,35,43,78,56,66,122,TX,TEXAS,ARANSAS COUNTY ISD,20,14,0,0,1,0,0,0,0,1,11,6,0,0,32,21,0,0,4,0,557,509,3,5,29,35,2,1,8,12,671,652,27,34,1297,1248,1066,8,64,3,20,61,2545
4808580,205901,ARANSAS PASS ISD,-76054,539621,855814,1208891,8580,Aransas Pass ISD,Aransas Pass,D,Other Central City Suburban,31,Town-Fringe,N,21,14,35,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32,38,30,68,TX,TEXAS,ARANSAS PASS ISD,32,24,0,0,0,1,0,0,0,3,6,7,2,1,40,36,11,7,4,0,488,490,2,2,1,4,0,1,15,12,218,205,17,17,741,731,978,4,5,1,27,34,1472
4808610,5901,ARCHER CITY ISD,-19023,17512,716347,695476,8610,Archer City ISD,Archer City,H,Rural,42,Rural-Distant,N,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,19,8,27,23,11,34,TX,TEXAS,ARCHER CITY ISD,1,2,0,0,0,1,0,0,0,0,11,9,0,0,12,12,0,2,1,0,29,35,3,2,1,2,0,0,1,0,204,182,6,9,244,230,64,5,3,0,1,15,474
4808670,61910,ARGYLE ISD,-37684,8104646,3329210,10951525,8670,Argyle ISD,Argyle,D,Other Central City Suburban,41,Rural-Fringe,N,15,4,19,2,0,2,3,4,7,0,0,0,2,1,3,140,89,229,168,105,273,TX,TEXAS,ARGYLE INDEPENDENT SCHOOL DISTRICT,5,1,1,0,1,0,0,0,1,0,16,13,1,2,25,16,7,0,3,0,203,148,14,4,34,39,0,0,24,13,1156,986,45,50,1476,1240,351,18,73,0,37,95,2716
4808700,220901,ARLINGTON ISD,1167770,60962913,-51700724,12068974,8700,Arlington ISD,Arlington,A,Major Urban,11,City-Large,N,1027,976,2003,12,14,26,350,356,706,5,3,8,328,374,702,884,797,1681,2698,2589,5287,TX,TEXAS,ARLINGTON ISD,923,968,10,9,133,129,0,4,490,440,167,196,65,51,1788,1797,897,922,39,18,14459,13667,126,122,1945,1839,58,59,7906,7292,6254,5791,863,778,31611,29548,28126,248,3784,117,15198,1641,61159
4808730,212901,ARP ISD,252,68493,906582,880158,8730,Arp ISD,Arp,H,Rural,42,Rural-Distant,N,2,1,3,0,0,0,1,0,1,0,0,0,2,1,3,35,23,58,40,25,65,TX,TEXAS,ARP ISD,4,2,0,0,0,0,0,0,3,4,12,11,1,4,20,21,3,1,5,2,65,55,3,2,3,2,0,0,67,59,317,276,30,21,485,415,120,5,5,0,126,51,900
4808870,107901,ATHENS ISD,14318,1121056,3410164,4786615,8870,Athens ISD,Athens,E,Independent Town,32,Town-Distant,N,9,3,12,0,0,0,0,0,0,0,0,0,2,2,4,8,7,15,21,12,33,TX,TEXAS,ATHENS ISD,43,37,0,0,1,1,0,0,8,9,13,19,4,3,69,69,17,11,2,6,751,734,3,1,19,10,0,0,212,173,577,505,69,62,1631,1485,1485,4,29,0,385,131,3116
4808880,34901,ATLANTA ISD,-3381,-167887,3293872,3207574,8880,Atlanta ISD,Atlanta,E,Independent Town,41,Rural-Fringe,N,6,2,8,0,0,0,1,0,1,0,0,0,5,8,13,66,56,122,81,71,152,TX,TEXAS,ATLANTA ISD,6,10,0,0,0,0,0,0,36,25,25,19,6,4,73,58,4,5,8,4,76,69,4,0,4,9,0,1,286,274,467,427,31,40,868,820,145,4,13,1,560,71,1688
4808910,61907,AUBREY ISD,18081,2888724,742327,3737777,8910,Aubrey ISD,Aubrey,D,Other Central City Suburban,41,Rural-Fringe,N,12,7,19,1,0,1,1,2,3,0,0,0,5,0,5,79,49,128,100,58,158,TX,TEXAS,AUBREY ISD,11,12,1,0,0,0,0,0,5,4,30,28,3,2,50,46,7,4,12,4,226,209,12,7,4,10,1,0,98,81,903,870,34,40,1278,1217,435,19,14,1,179,74,2495
4808940,227901,AUSTIN ISD,-879160,29352995,-25345200,-8297998,8940,Austin ISD,Austin,A,Major Urban,11,City-Large,N,1453,1448,2901,4,6,10,282,296,578,0,2,2,148,151,299,1788,1712,3500,3853,3818,7671,TX,TEXAS,AUSTIN ISD,1815,1711,4,3,168,159,1,0,219,219,315,279,45,51,2567,2422,1411,1253,212,90,23282,22761,51,59,1755,1666,38,34,3065,2876,12024,11150,1240,1256,41455,39802,46043,110,3421,72,5941,2496,81257
4809000,196901,AUSTWELL-TIVOLI ISD,224,950109,-538755,382481,9000,Austwell-Tivoli ISD,Austwell-Tivoli,H,Rural,42,Rural-Distant,N,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,6,9,15,TX,TEXAS,AUSTWELL-TIVOLI ISD,4,3,0,0,0,0,0,0,0,0,1,1,1,0,6,4,0,0,1,0,45,57,0,0,0,0,0,0,1,0,17,14,1,0,64,71,102,0,0,0,1,1,135
4809030,70901,AVALON ISD,17,63927,468983,508218,9030,Avalon ISD,Avalon,H,Rural,42,Rural-Distant,N,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,4,7,11,TX,TEXAS,AVALON ISD,9,4,0,0,0,0,0,0,0,0,17,5,0,0,26,9,0,1,0,0,63,68,0,0,0,0,1,0,4,6,124,132,0,1,192,207,131,0,0,1,10,1,399
4809060,194902,AVERY ISD,-34307,73908,443196,486883,9060,Avery ISD,Avery,H,Rural,43,Rural-Remote,N,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,8,10,18,11,11,22,TX,TEXAS,AVERY ISD,1,0,0,0,0,0,0,0,0,0,10,9,0,1,11,10,0,0,1,0,20,21,5,2,0,0,0,0,2,3,147,136,7,16,181,178,41,7,0,0,5,23,359
4809090,34902,AVINGER ISD,500,73866,390631,464053,9090,Avinger ISD,Avinger,H,Rural,42,Rural-Distant,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,2,4,TX,TEXAS,AVINGER ISD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0,0,0,12,3,47,44,5,6,67,59,7,2,0,0,15,11,126
4809150,161918,AXTELL ISD,7346,311269,1819440,2250104,9150,Axtell ISD,Axtell,H,Rural,42,Rural-Distant,N,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,16,15,31,18,18,36,TX,TEXAS,AXTELL ISD,4,3,0,0,0,0,0,0,0,0,21,18,0,2,25,23,0,0,3,0,75,79,2,0,2,1,0,0,10,13,295,299,4,13,388,405,154,2,3,0,23,17,793
4809200,220915,AZLE ISD,231934,8834872,7738708,16986685,9200,Azle ISD,Azle,B,Major Suburban,21,Suburb-Large,N,25,15,40,2,2,4,0,2,2,0,0,0,1,0,1,176,172,348,210,198,408,TX,TEXAS,AZLE ISD,21,16,0,0,0,0,0,0,0,1,54,41,4,1,79,59,4,1,26,11,694,680,13,18,16,19,1,2,32,47,2468,2314,94,97,3318,3177,1374,31,35,3,79,191,6495
