NCES_DISTR,District,DISTRICT_NAME,GT_SPEND_DIFF,TAX_DIFF,STATE_DIFF,TOT_MONEY_DIFF,SDLEA10,NAME,NAME2,TEA.District.Type,TEA.Description,NCES.District.Type,NCES.Description,Charter.School..Y.N.,SCH_GTENR_HI_M,SCH_GTENR_HI_F,GT_Hispanic,SCH_GTENR_AM_M,SCH_GTENR_AM_F,GT_AM,SCH_GTENR_AS_M,SCH_GTENR_AS_F,GT_AS,SCH_GTENR_HP_M,SCH_GTENR_HP_F,GT_HP,SCH_GTENR_BL_M,SCH_GTENR_BL_F,GT_BL,SCH_GTENR_WH_M,SCH_GTENR_WH_F,GT_WH,TOT_GTENR_M,TOT_GTENR_F,TOT_GT,LEA_STATE,LEA_STATE_NAME,LEA_NAME,SCH_PSENR_HI_M,SCH_PSENR_HI_F,SCH_PSENR_AM_M,SCH_PSENR_AM_F,SCH_PSENR_AS_M,SCH_PSENR_AS_F,SCH_PSENR_HP_M,SCH_PSENR_HP_F,SCH_PSENR_BL_M,SCH_PSENR_BL_F,SCH_PSENR_WH_M,SCH_PSENR_WH_F,SCH_PSENR_TR_M,SCH_PSENR_TR_F,TOT_PSENR_M,TOT_PSENR_F,SCH_PSENR_LEP_M,SCH_PSENR_LEP_F,SCH_PSENR_IDEA_M,SCH_PSENR_IDEA_F,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_HI,SCH_ENR_AM,SCH_ENR_AS,SCH_ENR_HP,SCH_ENR_BL,SCH_ENR_TR,TOT_ENR
4813110,183902,CARTHAGE ISD,119158,9935863,-3659263,6419696,13110,Carthage ISD,Carthage,G,Non-metropolitan Stable,32,Town-Distant,N,4,4,8,0,0,0,0,1,1,0,1,1,3,10,13,59,46,105,66,63,129,TX,TEXAS,CARTHAGE ISD,18,10,0,0,0,2,0,0,20,14,26,19,3,5,67,50,5,9,18,6,282,244,0,2,5,13,0,1,318,267,773,720,26,34,1404,1281,526,2,18,1,585,60,2685
4813170,220917,CASTLEBERRY ISD,-247369,3380677,-2021970,1749077,13170,Castleberry ISD,Castleberry,B,Major Suburban,21,Suburb-Large,N,81,88,169,0,0,0,1,0,1,0,0,0,1,1,2,31,25,56,115,116,231,TX,TEXAS,CASTLEBERRY ISD,72,76,0,0,0,0,1,1,2,2,12,10,2,1,89,90,44,50,9,1,1651,1509,2,2,5,8,1,1,35,24,317,321,23,20,2034,1885,3160,4,13,2,59,43,3919
4813200,1902,CAYUGA ISD,-9391,676922,1010139,1642236,13200,Cayuga ISD,Cayuga,H,Rural,43,Rural-Remote,N,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,32,55,23,34,57,TX,TEXAS,CAYUGA ISD,0,3,0,0,0,0,0,0,0,0,4,3,0,0,4,6,0,0,2,0,19,19,0,0,3,2,0,0,12,9,270,216,12,12,316,258,38,0,5,0,21,24,574
4813230,57904,CEDAR HILL ISD,-108069,6463458,-3228949,3408429,13230,Cedar Hill ISD,Cedar Hill,B,Major Suburban,21,Suburb-Large,N,39,53,92,1,0,1,11,6,17,0,1,1,106,112,218,24,15,39,191,196,387,TX,TEXAS,CEDAR HILL ISD,40,37,0,0,1,2,0,0,66,68,5,7,4,2,116,116,9,12,12,7,1060,887,4,9,39,55,2,7,2680,2534,166,130,142,137,4093,3759,1947,13,94,9,5214,279,7852
4813260,116902,CELESTE ISD,-9791,271293,713169,1085973,13260,Celeste ISD,Celeste,H,Rural,42,Rural-Distant,N,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,7,20,13,9,22,TX,TEXAS,CELESTE ISD,4,2,0,0,0,0,0,0,0,0,7,9,0,1,11,12,0,0,2,1,35,37,0,3,0,0,0,0,3,4,207,180,8,11,253,235,72,3,0,0,7,19,488
4813290,43903,CELINA ISD,-146574,5293440,150999,5562027,13290,Celina ISD,Celina,F,Non-metropolitan Fast Growing,41,Rural-Fringe,N,7,3,10,0,0,0,0,2,2,0,0,0,0,0,0,73,67,140,83,77,160,TX,TEXAS,CELINA ISD,10,16,1,0,0,0,0,0,2,1,9,5,0,2,22,24,8,10,8,0,321,310,17,14,9,8,0,2,43,38,904,807,48,55,1342,1234,631,31,17,2,81,103,2576
4813320,210901,CENTER ISD,106220,-408696,1805541,1273133,13320,Center ISD,Center,G,Non-metropolitan Stable,33,Town-Remote,N,11,15,26,0,0,0,0,0,0,1,0,1,6,10,16,31,34,65,49,61,110,TX,TEXAS,CENTER ISD,67,58,0,0,6,4,0,0,29,23,36,29,2,2,140,116,64,51,11,4,611,547,0,0,33,34,2,2,304,238,444,413,27,15,1421,1249,1158,0,67,4,542,42,2670
4813350,133901,CENTER POINT ISD,-6392,480635,371729,805973,13350,Center Point ISD,Center Point,H,Rural,42,Rural-Distant,N,4,2,6,0,0,0,0,1,1,0,0,0,0,0,0,10,6,16,14,9,23,TX,TEXAS,CENTER POINT ISD,14,7,0,0,0,0,0,0,0,0,4,7,2,0,20,14,11,1,3,1,161,155,0,0,0,1,0,0,2,1,138,108,6,3,307,268,316,0,1,0,3,9,575
4813380,228904,CENTERVILLE ISD,-8222,37079,688663,733836,13380,Centerville ISD (Trinity),Centerville (Trinity),H,Rural,43,Rural-Remote,N,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,5,5,10,TX,TEXAS,CENTERVILLE ISD,0,1,0,0,0,0,0,0,0,0,5,2,0,0,5,3,0,0,1,0,6,5,0,0,0,0,0,0,0,0,95,78,0,0,101,83,11,0,0,0,0,0,184
4813410,145902,CENTERVILLE ISD,-21939,197276,726384,896639,13410,Centerville ISD (Leon),Centerville (Leon),H,Rural,43,Rural-Remote,N,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5,9,14,6,10,16,TX,TEXAS,CENTERVILLE ISD,0,0,0,0,0,0,0,0,1,1,12,4,0,0,13,5,0,0,2,0,38,41,3,1,1,0,0,0,28,38,262,269,1,2,333,351,79,4,1,0,66,3,684
4813440,174908,CENTRAL HEIGHTS ISD,-8989,170905,2078936,2403196,13440,Central Heights ISD,Central Heights,G,Non-metropolitan Stable,41,Rural-Fringe,N,3,3,6,0,0,0,1,0,1,0,0,0,1,1,2,30,31,61,35,35,70,TX,TEXAS,CENTRAL HEIGHTS ISD,3,4,0,0,0,1,0,0,0,0,11,17,1,1,15,23,1,4,2,1,103,100,2,1,3,11,0,0,27,18,413,418,15,22,563,570,203,3,14,0,45,37,1133
4813500,3907,CENTRAL ISD,-27256,22047,3816725,3766595,13500,Central ISD,Central,G,Non-metropolitan Stable,41,Rural-Fringe,N,2,3,5,0,1,1,0,0,0,0,0,0,1,1,2,27,34,61,30,42,72,TX,TEXAS,CENTRAL ISD,5,7,0,0,0,0,0,0,1,1,28,17,3,0,37,25,1,4,0,1,157,158,2,3,1,0,0,0,38,37,551,521,18,27,767,746,315,5,1,0,75,45,1513
4813530,100907,LUMBERTON ISD,-230413,1068099,5000350,5819654,13530,Lumberton ISD,Lumberton,D,Other Central City Suburban,22,Suburb-Midsize,N,5,5,10,1,0,1,2,1,3,0,0,0,0,0,0,84,103,187,94,111,205,TX,TEXAS,LUMBERTON ISD,5,5,0,0,2,1,0,0,0,0,45,24,1,1,53,31,3,3,24,8,176,168,10,10,15,19,0,1,7,6,1813,1691,46,39,2067,1934,344,20,34,1,13,85,4001
4813590,101905,CHANNELVIEW ISD,-10081,6256192,2510236,8701171,13590,Channelview ISD,Channelview,B,Major Suburban,21,Suburb-Large,N,112,115,227,0,2,2,4,7,11,0,0,0,14,14,28,17,17,34,149,155,304,TX,TEXAS,CHANNELVIEW ISD,181,155,3,1,4,0,0,0,14,9,15,16,2,4,219,185,138,115,36,10,3941,3665,67,50,49,44,4,4,580,523,370,335,33,25,5044,4646,7606,117,93,8,1103,58,9690
4813620,103901,CHANNING ISD,-4671,174358,-177529,-227441,13620,Channing ISD,Channing,H,Rural,43,Rural-Remote,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,3,5,TX,TEXAS,CHANNING ISD,1,3,0,0,0,0,0,0,0,0,4,6,0,0,5,9,0,1,0,0,22,33,0,0,0,0,0,0,0,3,63,55,1,4,86,95,55,0,0,0,3,5,181
4813650,212909,CHAPEL HILL ISD,-25803,2164017,3876927,5124114,13650,Chapel Hill ISD (Smith),Chapel Hill (Smith),D,Other Central City Suburban,41,Rural-Fringe,N,53,32,85,0,0,0,0,0,0,0,0,0,10,14,24,43,45,88,113,93,206,TX,TEXAS,CHAPEL HILL ISD,64,45,0,0,1,0,0,0,9,15,28,20,3,8,105,88,29,25,7,1,899,787,1,2,14,10,2,0,312,280,581,530,63,78,1872,1687,1686,3,24,2,592,141,3559
4813680,225906,CHAPEL HILL ISD,-31278,137759,1388826,1676479,13680,Chapel Hill ISD (Titus),Chapel Hill (Titus),G,Non-metropolitan Stable,42,Rural-Distant,N,6,10,16,0,1,1,0,0,0,0,0,0,0,2,2,41,26,67,49,39,88,TX,TEXAS,CHAPEL HILL ISD,11,6,0,0,0,1,0,0,0,1,10,10,0,2,21,20,5,3,4,3,190,194,12,22,2,6,0,0,13,15,289,291,6,16,512,544,384,34,8,0,28,22,1056
4813710,7901,CHARLOTTE ISD,-3726,1799004,-267289,1267517,13710,Charlotte ISD,Charlotte,H,Rural,42,Rural-Distant,N,17,12,29,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,18,17,35,TX,TEXAS,CHARLOTTE ISD,12,9,0,0,0,0,0,0,0,0,2,1,0,0,14,10,0,0,1,0,235,214,0,0,0,0,1,0,0,0,22,25,0,0,258,239,449,0,0,1,0,0,497
4813740,206903,CHEROKEE ISD,12600,123064,273327,430482,13740,Cherokee ISD,Cherokee,H,Rural,43,Rural-Remote,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,3,TX,TEXAS,CHEROKEE ISD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,1,0,0,0,0,5,3,42,30,5,2,68,46,26,1,0,0,8,7,114
4813770,229906,CHESTER ISD,-330,130639,632623,781040,13770,Chester ISD,Chester,H,Rural,43,Rural-Remote,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,TX,TEXAS,CHESTER ISD,0,1,0,0,0,0,0,0,0,0,3,2,1,0,4,3,0,0,0,0,7,5,0,0,0,0,0,0,2,7,87,87,8,1,104,100,12,0,0,0,9,9,204
4813800,249904,CHICO ISD,-47952,1511935,-699220,869645,13800,Chico ISD,Chico,H,Rural,42,Rural-Distant,N,6,2,8,0,1,1,0,0,0,0,0,0,0,0,0,16,16,32,22,21,43,TX,TEXAS,CHICO ISD,2,3,1,0,0,0,0,0,0,0,11,17,2,0,16,20,3,1,3,1,88,77,4,1,0,0,0,0,1,1,205,204,15,10,313,293,165,5,0,0,2,25,606
4813860,38901,CHILDRESS ISD,4494,22037,779970,1065680,13860,Childress ISD,Childress,G,Non-metropolitan Stable,33,Town-Remote,N,8,8,16,0,0,0,0,1,1,0,0,0,0,0,0,28,23,51,38,32,70,TX,TEXAS,CHILDRESS ISD,11,9,0,0,1,0,0,0,2,1,10,4,0,0,24,14,1,2,6,1,234,222,3,5,11,4,1,1,26,16,306,264,9,11,590,523,456,8,15,2,42,20,1113
4813890,99902,CHILLICOTHE ISD,7921,373459,144048,1258836,13890,Chillicothe ISD,Chillicothe,H,Rural,43,Rural-Remote,N,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,8,10,18,TX,TEXAS,CHILLICOTHE ISD,3,5,0,0,0,0,0,0,0,0,4,3,1,0,8,8,1,3,0,0,50,48,2,0,0,0,0,1,2,0,46,61,8,2,108,112,98,2,0,1,2,10,220
4813920,73901,CHILTON ISD,-12924,133352,1233901,1466127,13920,Chilton ISD,Chilton,H,Rural,42,Rural-Distant,N,4,10,14,0,0,0,0,0,0,0,0,0,2,1,3,10,6,16,17,18,35,TX,TEXAS,CHILTON ISD,11,12,0,0,0,0,0,0,3,1,4,3,0,0,18,16,17,17,1,0,163,150,0,0,0,1,0,1,39,46,59,40,5,2,266,240,313,0,1,1,85,7,506
4813960,161920,CHINA SPRING ISD,2874,2402216,2293570,4656470,13960,China Spring ISD,China Spring,D,Other Central City Suburban,41,Rural-Fringe,N,11,12,23,0,0,0,5,1,6,0,0,0,2,3,5,121,113,234,144,133,277,TX,TEXAS,CHINA SPRING ISD,12,4,0,0,2,0,0,0,2,0,25,20,1,0,42,24,7,0,13,7,257,219,2,2,25,14,1,1,69,57,1038,989,46,34,1438,1316,476,4,39,2,126,80,2754
4813980,174901,CHIRENO ISD,-2266,958906,236638,1342693,13980,Chireno ISD,Chireno,H,Rural,43,Rural-Remote,N,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,16,9,25,19,9,28,TX,TEXAS,CHIRENO ISD,3,1,0,0,0,0,0,0,1,4,7,6,2,1,13,12,0,0,3,1,29,32,0,0,0,0,0,0,11,13,146,144,7,11,193,200,61,0,0,0,24,18,393
4814010,226901,CHRISTOVAL ISD,15620,71039,1969673,2010474,14010,Christoval ISD,Christoval,H,Rural,42,Rural-Distant,N,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,12,11,23,14,13,27,TX,TEXAS,CHRISTOVAL ISD,2,4,0,0,0,0,0,0,0,0,7,6,0,2,9,12,0,0,0,1,65,54,3,2,0,1,0,0,0,0,190,189,4,12,262,258,119,5,1,0,0,16,520
4814070,67902,CISCO ISD,37440,-239133,1114056,1353933,14070,Cisco ISD,Cisco,H,Rural,33,Town-Remote,N,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,15,15,30,17,19,36,TX,TEXAS,CISCO ISD,4,5,0,0,0,0,0,0,0,0,13,16,2,0,19,21,0,0,5,3,61,90,3,3,6,5,0,0,4,8,330,319,21,5,425,430,151,6,11,0,12,26,855
4814130,243906,CITY VIEW ISD,-34780,124034,3203761,3287245,14130,City View ISD,City View,D,Other Central City Suburban,12,City-Midsize,N,7,8,15,0,0,0,1,1,2,0,0,0,1,1,2,29,20,49,42,31,73,TX,TEXAS,CITY VIEW ISD,7,10,0,0,0,0,0,0,2,4,14,10,1,1,24,25,1,0,3,1,158,154,6,5,7,5,0,0,52,46,304,245,30,45,557,500,312,11,12,0,98,75,1057
4814160,65901,CLARENDON ISD,-26953,264039,4286,330885,14160,Clarendon ISD,Clarendon,H,Rural,43,Rural-Remote,N,2,2,4,0,0,0,0,0,0,0,0,0,0,1,1,16,18,34,19,21,40,TX,TEXAS,CLARENDON ISD,2,0,0,0,0,0,0,0,2,1,16,10,0,2,20,13,0,0,3,1,25,39,0,1,0,0,0,1,18,22,184,163,12,8,239,234,64,1,0,1,40,20,473
4814190,194904,CLARKSVILLE ISD,-18164,415717,437072,886989,14190,Clarksville ISD,Clarksville,H,Rural,33,Town-Remote,N,8,10,18,0,0,0,0,0,0,0,0,0,9,14,23,6,3,9,24,29,53,TX,TEXAS,CLARKSVILLE ISD,15,8,0,0,0,0,0,0,15,13,3,4,3,2,36,27,7,4,6,0,70,64,0,1,0,0,0,0,131,147,58,37,14,21,273,270,134,1,0,0,278,35,543
4814250,6902,CLAUDE ISD,4369,-30373,-246532,1319956,14250,Claude ISD,Claude,H,Rural,42,Rural-Distant,N,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,5,6,11,TX,TEXAS,CLAUDE ISD,1,4,0,1,0,1,0,0,0,0,15,3,0,0,16,9,0,0,3,1,22,19,2,3,0,1,0,0,3,1,154,154,7,5,188,183,41,5,1,0,4,12,371
4814280,84910,CLEAR CREEK ISD,760741,24796756,-2826372,24666902,14280,Clear Creek ISD,Clear Creek,B,Major Suburban,21,Suburb-Large,N,366,359,725,6,5,11,438,445,883,1,0,1,53,70,123,1357,1125,2482,2336,2130,4466,TX,TEXAS,CLEAR CREEK ISD,291,290,6,1,107,104,0,2,71,51,136,125,24,31,635,604,165,144,62,28,6525,6405,51,60,2061,2004,38,32,1836,1623,9910,9429,961,939,21382,20492,12930,111,4065,70,3459,1900,41874
4814310,126903,CLEBURNE ISD,50669,2202154,8177392,9881576,14310,Cleburne ISD,Cleburne,D,Other Central City Suburban,41,Rural-Fringe,N,89,99,188,2,2,4,3,2,5,2,3,5,5,5,10,183,196,379,294,317,611,TX,TEXAS,CLEBURNE ISD,59,73,0,3,2,0,2,3,5,8,75,50,4,6,147,143,36,44,28,12,1422,1385,22,28,17,13,45,55,128,113,1753,1538,112,91,3499,3223,2807,50,30,100,241,203,6722
4814370,146901,CLEVELAND ISD,5932,5302031,26152665,32427430,14370,Cleveland ISD,Cleveland,D,Other Central City Suburban,31,Town-Fringe,N,38,45,83,0,0,0,7,3,10,0,0,0,6,8,14,38,23,61,90,79,169,TX,TEXAS,CLEVELAND ISD,89,83,0,0,0,0,0,0,4,3,14,11,6,2,113,99,59,65,23,5,2004,1805,12,8,13,12,3,1,195,180,659,597,45,40,2931,2643,3809,20,25,4,375,85,5574
4814400,18901,CLIFTON ISD,12559,-145869,2571485,2386053,14400,Clifton ISD,Clifton,G,Non-metropolitan Stable,32,Town-Distant,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,46,29,22,51,TX,TEXAS,CLIFTON ISD,9,10,0,0,0,0,0,0,0,3,11,12,3,1,23,26,3,3,3,2,179,163,3,4,2,5,0,0,10,10,312,276,20,16,526,474,342,7,7,0,20,36,1000
4814430,71901,CLINT ISD,22556,4527292,9762470,15625067,14430,Clint ISD,Clint,B,Major Suburban,21,Suburb-Large,N,231,204,435,1,0,1,4,1,5,0,0,0,1,1,2,9,9,18,250,216,466,TX,TEXAS,CLINT ISD,320,300,3,3,1,0,0,0,4,0,12,17,0,3,340,323,156,156,46,16,5706,5398,10,18,6,4,0,2,21,16,132,154,25,23,5900,5615,11104,28,10,2,37,48,11515
4814450,30902,CLYDE CISD,53517,-124866,422798,382129,14450,Clyde Cons ISD,Clyde Cons,D,Other Central City Suburban,32,Town-Distant,N,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,31,37,68,35,38,73,TX,TEXAS,CLYDE CISD,6,8,0,0,0,0,0,0,0,0,24,12,4,0,34,20,2,0,7,1,106,105,0,0,0,1,0,0,9,9,612,560,21,11,748,686,211,0,1,0,18,32,1434
4814490,114902,COAHOMA ISD,-2555,1952673,1759916,6392066,14490,Coahoma ISD,Coahoma,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,7,4,11,0,0,0,1,1,2,0,0,0,0,0,0,29,31,60,38,36,74,TX,TEXAS,COAHOMA ISD,1,6,0,0,0,0,0,0,0,0,5,7,0,0,6,13,0,1,3,3,155,154,3,2,1,1,0,0,1,2,269,314,9,4,438,477,309,5,2,0,3,13,915
4814520,204901,COLDSPRING-OAKHURST CISD,-14258,2188752,214367,2633962,14520,Coldspring-Oakhurst Cons ISD,Coldspring-Oakhurst Cons,E,Independent Town,42,Rural-Distant,N,5,2,7,0,0,0,0,1,1,0,0,0,2,5,7,36,28,64,44,42,86,TX,TEXAS,COLDSPRING-OAKHURST CISD,2,2,0,0,0,0,0,0,12,4,26,24,2,2,42,32,0,1,9,3,65,67,4,1,4,3,0,0,157,129,556,483,22,44,808,727,132,5,7,0,286,66,1535
4814580,91902,COLLINSVILLE ISD,23399,551884,449036,1182473,14580,Collinsville ISD,Collinsville,H,Rural,42,Rural-Distant,N,1,6,7,0,1,1,0,0,0,0,0,0,0,0,0,17,17,34,19,24,43,TX,TEXAS,COLLINSVILLE ISD,5,2,0,1,0,0,0,0,0,0,22,10,1,0,28,13,12,8,1,0,59,41,2,3,0,0,0,0,1,1,218,206,6,7,286,258,100,5,0,0,2,13,544
4814600,229901,COLMESNEIL ISD,90,261794,1403379,1708908,14600,Colmesneil ISD,Colmesneil,F,Non-metropolitan Fast Growing,42,Rural-Distant,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,TX,TEXAS,COLMESNEIL ISD,0,0,0,0,0,0,0,0,0,2,19,8,2,0,21,10,0,0,0,0,11,13,0,0,0,0,0,0,3,7,214,214,7,6,235,240,24,0,0,0,10,13,475
4814640,168901,COLORADO ISD,-12062,793867,383788,744274,14640,Colorado ISD,Colorado,G,Non-metropolitan Stable,41,Rural-Fringe,N,11,10,21,0,0,0,0,0,0,0,0,0,1,1,2,10,14,24,22,25,47,TX,TEXAS,COLORADO ISD,22,22,0,0,0,1,0,0,5,4,13,15,1,0,41,42,2,2,0,0,252,235,2,0,7,2,0,0,41,40,196,196,10,7,508,480,487,2,9,0,81,17,988
4814670,20907,COLUMBIA-BRAZORIA ISD,85792,1957143,848218,5346620,14670,Columbia-Brazoria ISD,Columbia-Brazoria,D,Other Central City Suburban,32,Town-Distant,N,8,9,17,1,0,1,0,0,0,0,0,0,1,4,5,42,58,100,52,72,124,TX,TEXAS,COLUMBIA-BRAZORIA ISD,14,29,0,0,0,0,0,0,3,2,20,23,4,0,41,54,8,11,4,0,463,465,1,6,2,3,0,0,161,138,921,868,54,50,1602,1530,928,7,5,0,299,104,3132
4814700,45902,COLUMBUS ISD,4479,1602931,-276286,1424670,14700,Columbus ISD,Columbus,G,Non-metropolitan Stable,33,Town-Remote,N,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,17,19,36,20,25,45,TX,TEXAS,COLUMBUS ISD,23,16,0,0,0,0,0,0,3,2,9,10,1,1,36,29,9,7,6,5,362,338,0,1,6,7,1,0,106,70,327,290,14,14,816,720,700,1,13,1,176,28,1536
4814730,46902,COMAL ISD,117987,32017091,7903709,38787400,14730,Comal ISD,Comal,B,Major Suburban,41,Rural-Fringe,N,358,311,669,4,0,4,27,28,55,0,2,2,12,15,27,1031,808,1839,1494,1210,2704,TX,TEXAS,COMAL ISD,140,126,0,0,13,8,1,0,11,4,88,76,7,6,260,220,53,39,108,55,4708,4554,33,18,150,182,18,13,261,212,6200,5890,462,388,11832,11257,9262,51,332,31,473,850,23089
4814760,47901,COMANCHE ISD,9160,1091028,135178,-921451,14760,Comanche ISD,Comanche,G,Non-metropolitan Stable,41,Rural-Fringe,N,9,7,16,0,0,0,0,0,0,0,0,0,0,0,0,26,22,48,36,29,65,TX,TEXAS,COMANCHE ISD,21,28,0,0,0,0,0,0,0,0,20,16,0,0,41,44,1,10,7,6,329,333,5,2,3,0,0,0,1,2,329,304,10,9,677,650,662,7,3,0,3,19,1327
4814790,130902,COMFORT ISD,5376,798940,84974,897081,14790,Comfort ISD,Comfort,E,Independent Town,32,Town-Distant,N,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,6,15,21,11,25,36,TX,TEXAS,COMFORT ISD,14,16,0,0,0,0,0,0,0,0,9,14,0,0,23,30,6,6,2,2,322,304,2,1,0,3,0,0,0,1,241,215,2,11,567,535,626,3,3,0,1,13,1102
4814820,116903,COMMERCE ISD,-141664,615597,1262161,2358030,14820,Commerce ISD,Commerce,G,Non-metropolitan Stable,41,Rural-Fringe,N,1,5,6,0,0,0,1,6,7,0,1,1,1,2,3,36,29,65,41,45,86,TX,TEXAS,COMMERCE ISD,9,7,0,0,1,0,1,0,12,12,13,12,4,8,40,39,5,6,3,1,174,175,3,6,23,11,6,12,162,162,317,369,40,54,725,789,349,9,34,18,324,94,1514
4814850,43918,COMMUNITY ISD,50143,3383092,4148712,6992577,14850,Community ISD,Community,D,Other Central City Suburban,41,Rural-Fringe,N,25,21,46,0,1,1,4,1,5,0,1,1,5,3,8,62,52,114,102,82,184,TX,TEXAS,COMMUNITY ISD,21,20,0,0,0,0,0,0,4,2,29,8,2,0,56,30,15,17,19,2,375,434,3,9,26,5,1,1,64,58,619,589,36,39,1124,1135,809,12,31,2,122,75,2259
4814880,112908,COMO-PICKTON CISD,17908,83706,1208313,1275762,14880,Como-Pickton Cons ISD,Como-Pickton Cons,H,Rural,42,Rural-Distant,N,3,4,7,0,0,0,0,3,3,0,0,0,0,0,0,19,11,30,22,18,40,TX,TEXAS,COMO-PICKTON CISD,11,5,0,0,0,0,0,0,2,0,7,7,0,0,20,12,8,4,2,1,166,152,1,3,2,2,0,0,11,6,200,188,7,8,387,359,318,4,4,0,17,15,746
4814920,233903,COMSTOCK ISD,82410,100713,73372,189983,14920,Comstock ISD,Comstock,H,Rural,43,Rural-Remote,N,5,3,8,0,0,0,0,1,1,0,0,0,0,0,0,4,2,6,9,6,15,TX,TEXAS,COMSTOCK ISD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,50,0,0,0,1,0,0,2,2,41,56,2,3,100,112,105,0,1,0,4,5,212
4814970,161921,CONNALLY ISD,-62637,1995753,2964009,4728916,14970,Connally ISD,Connally,D,Other Central City Suburban,22,Suburb-Midsize,N,19,15,34,0,0,0,0,2,2,0,0,0,16,3,19,32,23,55,73,46,119,TX,TEXAS,CONNALLY ISD,10,18,0,0,0,1,0,0,19,19,28,13,4,3,61,54,5,8,4,3,409,382,3,6,4,6,0,0,374,402,341,299,49,60,1180,1155,791,9,10,0,776,109,2335
4815000,170902,CONROE ISD,-43470,30067923,39136015,73069253,15000,Conroe ISD,Conroe,C,Other Central City,13,City-Small,N,458,400,858,7,5,12,322,273,595,6,1,7,74,72,146,1501,1308,2809,2482,2154,4636,TX,TEXAS,CONROE ISD,406,381,13,17,35,32,1,1,93,81,313,246,11,3,872,761,328,344,213,92,11410,10869,171,166,1418,1309,69,55,2398,2285,15237,14383,903,875,31606,29942,22279,337,2727,124,4683,1778,61548
4815120,147901,COOLIDGE ISD,-396,84990,727639,948960,15120,Coolidge ISD,Coolidge,H,Rural,42,Rural-Distant,N,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,3,TX,TEXAS,COOLIDGE ISD,6,3,0,0,0,0,0,0,0,3,4,0,1,1,11,7,2,3,0,1,82,81,0,0,0,0,0,0,30,26,48,31,5,4,165,142,163,0,0,0,56,9,307
4815150,60902,COOPER ISD,12526,365302,895172,1415757,15150,Cooper ISD,Cooper,H,Rural,43,Rural-Remote,N,3,4,7,0,1,1,1,0,1,0,0,0,1,0,1,38,37,75,46,43,89,TX,TEXAS,COOPER ISD,4,6,0,0,0,0,0,0,5,5,20,14,1,2,30,27,2,1,4,2,40,56,4,5,3,1,0,0,39,38,304,296,22,14,412,410,96,9,4,0,77,36,822
4815180,152906,LUBBOCK-COOPER ISD,21560,6648491,5373265,12300008,15180,Lubbock-Cooper ISD,Lubbock-Cooper,D,Other Central City Suburban,41,Rural-Fringe,N,19,15,34,0,0,0,4,6,10,0,0,0,1,2,3,108,91,199,135,118,253,TX,TEXAS,LUBBOCK-COOPER ISD,56,47,0,0,4,3,0,0,3,7,50,54,2,1,115,112,12,6,8,4,1163,1107,5,5,68,38,1,1,79,78,1815,1777,79,70,3210,3076,2270,10,106,2,157,149,6286
4815210,57922,COPPELL ISD,336886,16421099,-1531769,15384618,15210,Coppell ISD,Coppell,B,Major Suburban,21,Suburb-Large,N,74,66,140,1,4,5,664,600,1264,1,0,1,19,9,28,346,246,592,1140,953,2093,TX,TEXAS,COPPELL ISD,21,12,0,0,87,57,0,0,5,1,19,8,2,1,134,79,83,59,56,23,860,829,13,26,2958,3019,6,5,289,266,2117,1841,207,186,6450,6172,1689,39,5977,11,555,393,12622
